   3.1995669e+01  -9.4624390e+00   4.0339101e+01
   3.2137647e+01  -9.4349909e+00   4.0505577e+01
   3.2279774e+01  -9.4065623e+00   4.0672054e+01
   3.2422046e+01  -9.3771509e+00   4.0838530e+01
   3.2564459e+01  -9.3467540e+00   4.1005007e+01
   3.2707009e+01  -9.3153690e+00   4.1171483e+01
   3.2849693e+01  -9.2829935e+00   4.1337960e+01
   3.2992507e+01  -9.2496249e+00   4.1504436e+01
   3.3135446e+01  -9.2152604e+00   4.1670913e+01
   3.3278506e+01  -9.1798976e+00   4.1837389e+01
   3.3421685e+01  -9.1435337e+00   4.2003866e+01
   3.3564977e+01  -9.1061662e+00   4.2170343e+01
   3.3708378e+01  -9.0677923e+00   4.2336819e+01
   3.3851885e+01  -9.0284095e+00   4.2503296e+01
   3.3995493e+01  -8.9880149e+00   4.2669772e+01
   3.4139198e+01  -8.9466059e+00   4.2836249e+01
   3.4282996e+01  -8.9041797e+00   4.3002725e+01
   3.4426883e+01  -8.8607337e+00   4.3169202e+01
   3.4570855e+01  -8.8162651e+00   4.3335678e+01
   3.4714906e+01  -8.7707711e+00   4.3502155e+01
   3.4859033e+01  -8.7242489e+00   4.3668631e+01
   3.5003232e+01  -8.6766957e+00   4.3835108e+01
   3.5147498e+01  -8.6281087e+00   4.4001584e+01
   3.5291827e+01  -8.5784852e+00   4.4168061e+01
   3.5436214e+01  -8.5278222e+00   4.4334537e+01
   3.5580655e+01  -8.4761170e+00   4.4501014e+01
   3.5725145e+01  -8.4233666e+00   4.4667490e+01
   3.5869680e+01  -8.3695682e+00   4.4833967e+01
   3.6014255e+01  -8.3147189e+00   4.5000444e+01
   3.6158866e+01  -8.2588158e+00   4.5166920e+01
   3.6303508e+01  -8.2018560e+00   4.5333397e+01
   3.6448176e+01  -8.1438366e+00   4.5499873e+01
   3.6592865e+01  -8.0847546e+00   4.5666350e+01
   3.6737572e+01  -8.0246071e+00   4.5832826e+01
   3.6882290e+01  -7.9633911e+00   4.5999303e+01
   3.7027016e+01  -7.9011037e+00   4.6165779e+01
   3.7171745e+01  -7.8377418e+00   4.6332256e+01
   3.7316471e+01  -7.7733024e+00   4.6498732e+01
   3.7461189e+01  -7.7077826e+00   4.6665209e+01
   3.7605895e+01  -7.6411794e+00   4.6831685e+01
   3.7750584e+01  -7.5734896e+00   4.6998162e+01
   3.7895251e+01  -7.5047102e+00   4.7164638e+01
   3.8039891e+01  -7.4348383e+00   4.7331115e+01
   3.8184497e+01  -7.3638706e+00   4.7497591e+01
   3.8329067e+01  -7.2918042e+00   4.7664068e+01
   3.8473593e+01  -7.2186359e+00   4.7830545e+01
   3.8618072e+01  -7.1443626e+00   4.7997021e+01
   3.8762497e+01  -7.0689812e+00   4.8163498e+01
   3.8906864e+01  -6.9924886e+00   4.8329974e+01
   3.9051167e+01  -6.9148816e+00   4.8496451e+01
   3.9195401e+01  -6.8361571e+00   4.8662927e+01
   3.9339561e+01  -6.7563119e+00   4.8829404e+01
   3.9483640e+01  -6.6753429e+00   4.8995880e+01
   3.9627634e+01  -6.5932468e+00   4.9162357e+01
   3.9771536e+01  -6.5100204e+00   4.9328833e+01
   3.9915342e+01  -6.4256606e+00   4.9495310e+01
   4.0059046e+01  -6.3401641e+00   4.9661786e+01
   4.0202642e+01  -6.2535276e+00   4.9828263e+01
   4.0346125e+01  -6.1657480e+00   4.9994739e+01
   4.0489488e+01  -6.0768220e+00   5.0161216e+01
   4.0632726e+01  -5.9867463e+00   5.0327692e+01
   4.0775833e+01  -5.8955176e+00   5.0494169e+01
   4.0918804e+01  -5.8031326e+00   5.0660646e+01
   4.1061631e+01  -5.7095880e+00   5.0827122e+01
   4.1204310e+01  -5.6148806e+00   5.0993599e+01
